ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Availability
9781259002380,Electronic Principles,"Albert Paul Malvino, David Bates",2015,McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9781259002380-S.jpg,https://covers.openlibrary.org/b/isbn/9781259002380-M.jpg,https://covers.openlibrary.org/b/isbn/9781259002380-L.jpg,https://www.amazon.in/dp/1259002380
9789332542522,Microprocessors and Interfacing,Douglas V. Hall,2015,McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9789332542522-S.jpg,https://covers.openlibrary.org/b/isbn/9789332542522-M.jpg,https://covers.openlibrary.org/b/isbn/9789332542522-L.jpg,https://www.amazon.in/dp/9332542528
9780071070102,Op-Amps and Linear Integrated Circuits,Ramakanth A. Gayakwad,2009,Pearson,https://covers.openlibrary.org/b/isbn/9780071070102-S.jpg,https://covers.openlibrary.org/b/isbn/9780071070102-M.jpg,https://covers.openlibrary.org/b/isbn/9780071070102-L.jpg,https://www.amazon.in/dp/0071070102
9788131791862,Power Electronics,P.S. Bimbhra,2012,Khanna Publishers,https://covers.openlibrary.org/b/isbn/9788131791862-S.jpg,https://covers.openlibrary.org/b/isbn/9788131791862-M.jpg,https://covers.openlibrary.org/b/isbn/9788131791862-L.jpg,https://www.amazon.in/dp/8131791863
9788122431909,Control Systems Engineering,"I.J. Nagrath, M. Gopal",2006,New Age International,https://covers.openlibrary.org/b/isbn/9788122431909-S.jpg,https://covers.openlibrary.org/b/isbn/9788122431909-M.jpg,https://covers.openlibrary.org/b/isbn/9788122431909-L.jpg,https://www.amazon.in/dp/8122431906
9789332571003,Communication Systems,Simon Haykin,2014,Wiley,https://covers.openlibrary.org/b/isbn/9789332571003-S.jpg,https://covers.openlibrary.org/b/isbn/9789332571003-M.jpg,https://covers.openlibrary.org/b/isbn/9789332571003-L.jpg,https://www.amazon.in/dp/9332571007
9788126511034,Modern Digital Electronics,R.P. Jain,2010,McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9788126511034-S.jpg,https://covers.openlibrary.org/b/isbn/9788126511034-M.jpg,https://covers.openlibrary.org/b/isbn/9788126511034-L.jpg,https://www.amazon.in/dp/8126511033
9789339205574,Electronic Communication Systems,"George Kennedy, Bernard Davis",2011,McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9789339205574-S.jpg,https://covers.openlibrary.org/b/isbn/9789339205574-M.jpg,https://covers.openlibrary.org/b/isbn/9789339205574-L.jpg,https://www.amazon.in/dp/9339205570
9789332584607,Digital Electronics: Principles and Integrated Circuits,Anand Kumar,2016,Prentice Hall,https://covers.openlibrary.org/b/isbn/9789332584607-S.jpg,https://covers.openlibrary.org/b/isbn/9789332584607-M.jpg,https://covers.openlibrary.org/b/isbn/9789332584607-L.jpg,https://www.amazon.in/dp/9332584608
9788122430940,Principles of Electronics,"V.K. Mehta, Rohit Mehta",2005,S. Chand,https://covers.openlibrary.org/b/isbn/9788122430940-S.jpg,https://covers.openlibrary.org/b/isbn/9788122430940-M.jpg,https://covers.openlibrary.org/b/isbn/9788122430940-L.jpg,https://www.amazon.in/dp/8122430942
9789339205321,Electronic Devices,Thomas L. Floyd,2012,Pearson,https://covers.openlibrary.org/b/isbn/9789339205321-S.jpg,https://covers.openlibrary.org/b/isbn/9789339205321-M.jpg,https://covers.openlibrary.org/b/isbn/9789339205321-L.jpg,https://www.amazon.in/dp/9339205325
9788122432364,Network Analysis,M.E. Van Valkenburg,2006,Prentice Hall,https://covers.openlibrary.org/b/isbn/9788122432364-S.jpg,https://covers.openlibrary.org/b/isbn/9788122432364-M.jpg,https://covers.openlibrary.org/b/isbn/9788122432364-L.jpg,https://www.amazon.in/dp/8122432368
9781259002380,Basic Electronics,"Bernard Grob, Mitchel E. Schultz",2014,McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9781259002380-S.jpg,https://covers.openlibrary.org/b/isbn/9781259002380-M.jpg,https://covers.openlibrary.org/b/isbn/9781259002380-L.jpg,https://www.amazon.in/dp/1259002380
9780071327695,Digital Logic and Computer Design,M. Morris Mano,2017,Pearson,https://covers.openlibrary.org/b/isbn/9780071327695-S.jpg,https://covers.openlibrary.org/b/isbn/9780071327695-M.jpg,https://covers.openlibrary.org/b/isbn/9780071327695-L.jpg,https://www.amazon.in/dp/0071327694
9789332549446,Antennas and Wave Propagation,"John D. Kraus, Ronald J. Marhefka, Ahmad S. Khan",2016,McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9789332549446-S.jpg,https://covers.openlibrary.org/b/isbn/9789332549446-M.jpg,https://covers.openlibrary.org/b/isbn/9789332549446-L.jpg,https://www.amazon.in/dp/9332549442
9781259002380,Switching Theory and Logic Design,A. Anand Kumar,2016,Prentice Hall,https://covers.openlibrary.org/b/isbn/9781259002380-S.jpg,https://covers.openlibrary.org/b/isbn/9781259002380-M.jpg,https://covers.openlibrary.org/b/isbn/9781259002380-L.jpg,https://www.amazon.in/dp/1259002380
9788121908839,Surveying Vol. 1,"B.C. Punmia, Ashok Kumar Jain, Arun Kumar Jain",2005,Laxmi Publications,https://covers.openlibrary.org/b/isbn/9788121908839-S.jpg,https://covers.openlibrary.org/b/isbn/9788121908839-M.jpg,https://covers.openlibrary.org/b/isbn/9788121908839-L.jpg,https://www.amazon.in/dp/8121908836
9788121900048,Soil Mechanics and Foundations,"B.C. Punmia, Ashok Kumar Jain, Arun Kumar Jain",2005,Laxmi Publications,https://covers.openlibrary.org/b/isbn/9788121900048-S.jpg,https://covers.openlibrary.org/b/isbn/9788121900048-M.jpg,https://covers.openlibrary.org/b/isbn/9788121900048-L.jpg,https://www.amazon.in/dp/8121900045
9788131806696,Building Construction,"B.C. Punmia, Ashok Kumar Jain, Arun Kumar Jain",2010,Laxmi Publications,https://covers.openlibrary.org/b/isbn/9788131806696-S.jpg,https://covers.openlibrary.org/b/isbn/9788131806696-M.jpg,https://covers.openlibrary.org/b/isbn/9788131806696-L.jpg,https://www.amazon.in/dp/8131806690
9788120331935,Irrigation and Water Power Engineering,"B.C. Punmia, Pande Brij Basi Lal, Ashok Kumar Jain",2009,Laxmi Publications,https://covers.openlibrary.org/b/isbn/9788120331935-S.jpg,https://covers.openlibrary.org/b/isbn/9788120331935-M.jpg,https://covers.openlibrary.org/b/isbn/9788120331935-L.jpg,https://www.amazon.in/dp/8120331933
9780070659155,Structural Analysis,R.C. Hibbeler,2012,Pearson,https://covers.openlibrary.org/b/isbn/9780070659155-S.jpg,https://covers.openlibrary.org/b/isbn/9780070659155-M.jpg,https://covers.openlibrary.org/b/isbn/9780070659155-L.jpg,https://www.amazon.in/dp/0070659153
9780070149090,Reinforced Concrete Design,"S. Unnikrishna Pillai, Devdas Menon",2011,McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9780070149090-S.jpg,https://covers.openlibrary.org/b/isbn/9780070149090-M.jpg,https://covers.openlibrary.org/b/isbn/9780070149090-L.jpg,https://www.amazon.in/dp/0070149094
9788121908716,Theory of Structures,S. Ramamrutham,2008,Dhanpat Rai Publishing Company,https://covers.openlibrary.org/b/isbn/9788121908716-S.jpg,https://covers.openlibrary.org/b/isbn/9788121908716-M.jpg,https://covers.openlibrary.org/b/isbn/9788121908716-L.jpg,https://www.amazon.in/dp/8121908712
9788121920725,Mechanics of Materials,"Ferdinand P. Beer, E. Russell Johnston Jr.",2015,McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9788121920725-S.jpg,https://covers.openlibrary.org/b/isbn/9788121920725-M.jpg,https://covers.openlibrary.org/b/isbn/9788121920725-L.jpg,https://www.amazon.in/dp/8121920724
9789385039037,Highway Engineering,"S.K. Khanna, C.E.G. Justo, A. Veeraragavan",2017,Nem Chand & Bros,https://covers.openlibrary.org/b/isbn/9789385039037-S.jpg,https://covers.openlibrary.org/b/isbn/9789385039037-M.jpg,https://covers.openlibrary.org/b/isbn/9789385039037-L.jpg,https://www.amazon.in/dp/9385039034
9789385039020,Bridge Engineering,S.P. Bindra,2016,Dhanpat Rai Publishing Company,https://covers.openlibrary.org/b/isbn/9789385039020-S.jpg,https://covers.openlibrary.org/b/isbn/9789385039020-M.jpg,https://covers.openlibrary.org/b/isbn/9789385039020-L.jpg,https://www.amazon.in/dp/9385039026
9788121908846,Surveying Vol. 2,"B.C. Punmia, Ashok Kumar Jain, Arun Kumar Jain",2005,Laxmi Publications,https://covers.openlibrary.org/b/isbn/9788121908846-S.jpg,https://covers.openlibrary.org/b/isbn/9788121908846-M.jpg,https://covers.openlibrary.org/b/isbn/9788121908846-L.jpg,https://www.amazon.in/dp/8121908844
9788121908853,Surveying Vol. 3,"B.C. Punmia, Ashok Kumar Jain, Arun Kumar Jain",2005,Laxmi Publications,https://covers.openlibrary.org/b/isbn/9788121908853-S.jpg,https://covers.openlibrary.org/b/isbn/9788121908853-M.jpg,https://covers.openlibrary.org/b/isbn/9788121908853-L.jpg,https://www.amazon.in/dp/8121908852
9788121916650,Water Supply Engineering,"B.C. Punmia, Ashok Kumar Jain, Arun Kumar Jain",2008,Laxmi Publications,https://covers.openlibrary.org/b/isbn/9788121916650-S.jpg,https://covers.openlibrary.org/b/isbn/9788121916650-M.jpg,https://covers.openlibrary.org/b/isbn/9788121916650-L.jpg,https://www.amazon.in/dp/8121916658
9788121916667,Wastewater Engineering,Metcalf & Eddy,2014,McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9788121916667-S.jpg,https://covers.openlibrary.org/b/isbn/9788121916667-M.jpg,https://covers.openlibrary.org/b/isbn/9788121916667-L.jpg,https://www.amazon.in/dp/8121916666
9789339221859,Environmental Engineering,"Howard S. Peavy, Donald R. Rowe, George Tchobanoglous",2013,McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9789339221859-S.jpg,https://covers.openlibrary.org/b/isbn/9789339221859-M.jpg,https://covers.openlibrary.org/b/isbn/9789339221859-L.jpg,https://www.amazon.in/dp/9339221853
9789386235780,Construction Planning and Management,"P.S. Gahlot, B.M. Dhir",2017,New Age International,https://covers.openlibrary.org/b/isbn/9789386235780-S.jpg,https://covers.openlibrary.org/b/isbn/9789386235780-M.jpg,https://covers.openlibrary.org/b/isbn/9789386235780-L.jpg,https://www.amazon.in/dp/9386235786
9788122430681,Design of Steel Structures,N. Subramanian,2010,Oxford University Press,https://covers.openlibrary.org/b/isbn/9788122430681-S.jpg,https://covers.openlibrary.org/b/isbn/9788122430681-M.jpg,https://covers.openlibrary.org/b/isbn/9788122430681-L.jpg,https://www.amazon.in/dp/812243068X
9780070659155,Advanced Structural Analysis,Devdas Menon,2014,Narosa Publishing House,https://covers.openlibrary.org/b/isbn/9780070659155-S.jpg,https://covers.openlibrary.org/b/isbn/9780070659155-M.jpg,https://covers.openlibrary.org/b/isbn/9780070659155-L.jpg,https://www.amazon.in/dp/0070659153
9780070634947,Construction Materials,S.K. Sharma,2010,S. Chand,https://covers.openlibrary.org/b/isbn/9780070634947-S.jpg,https://covers.openlibrary.org/b/isbn/9780070634947-M.jpg,https://covers.openlibrary.org/b/isbn/9780070634947-L.jpg,https://www.amazon.in/dp/0070634940
9780073397894,Elements of Chemical Reaction Engineering,H. Scott Fogler,2016,Pearson,https://covers.openlibrary.org/b/isbn/9780073397894-S.jpg,https://covers.openlibrary.org/b/isbn/9780073397894-M.jpg,https://covers.openlibrary.org/b/isbn/9780073397894-L.jpg,https://www.amazon.in/dp/007339789X
9781259062699,Chemical Engineering Thermodynamics,Y.V.C. Rao,2012,University Press,https://covers.openlibrary.org/b/isbn/9781259062699-S.jpg,https://covers.openlibrary.org/b/isbn/9781259062699-M.jpg,https://covers.openlibrary.org/b/isbn/9781259062699-L.jpg,https://www.amazon.in/dp/1259062691
9781259002138,Transport Processes and Separation Process Principles,Christie John Geankoplis,2014,Pearson,https://covers.openlibrary.org/b/isbn/9781259002138-S.jpg,https://covers.openlibrary.org/b/isbn/9781259002138-M.jpg,https://covers.openlibrary.org/b/isbn/9781259002138-L.jpg,https://www.amazon.in/dp/1259002131
9789384588079,Introduction to Chemical Engineering,"S.K. Ghosal, S.K. Sanyal",2010,Tata McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9789384588079-S.jpg,https://covers.openlibrary.org/b/isbn/9789384588079-M.jpg,https://covers.openlibrary.org/b/isbn/9789384588079-L.jpg,https://www.amazon.in/dp/938458807X
9781259062698,Process Heat Transfer,D.Q. Kern,2013,McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9781259062698-S.jpg,https://covers.openlibrary.org/b/isbn/9781259062698-M.jpg,https://covers.openlibrary.org/b/isbn/9781259062698-L.jpg,https://www.amazon.in/dp/1259062690
9789351343082,Chemical Process Principles,"O.A. Hougen, K.M. Watson, R.A. Ragatz",2015,McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9789351343082-S.jpg,https://covers.openlibrary.org/b/isbn/9789351343082-M.jpg,https://covers.openlibrary.org/b/isbn/9789351343082-L.jpg,https://www.amazon.in/dp/9351343083
9789353060383,Mass Transfer Operations,Robert E. Treybal,2017,McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9789353060383-S.jpg,https://covers.openlibrary.org/b/isbn/9789353060383-M.jpg,https://covers.openlibrary.org/b/isbn/9789353060383-L.jpg,https://www.amazon.in/dp/9353060385
9781259002137,Introduction to Chemical Engineering Thermodynamics,"J.M. Smith, H.C. Van Ness, M.M. Abbott",2013,McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9781259002137-S.jpg,https://covers.openlibrary.org/b/isbn/9781259002137-M.jpg,https://covers.openlibrary.org/b/isbn/9781259002137-L.jpg,https://www.amazon.in/dp/1259002130
9789384588086,Principles of Mass Transfer and Separation Processes,Binay K. Dutta,2012,Prentice Hall,https://covers.openlibrary.org/b/isbn/9789384588086-S.jpg,https://covers.openlibrary.org/b/isbn/9789384588086-M.jpg,https://covers.openlibrary.org/b/isbn/9789384588086-L.jpg,https://www.amazon.in/dp/9384588088
9788122432384,Mechanical Operations,R. P. Chhabra,2010,PHI Learning,https://covers.openlibrary.org/b/isbn/9788122432384-S.jpg,https://covers.openlibrary.org/b/isbn/9788122432384-M.jpg,https://covers.openlibrary.org/b/isbn/9788122432384-L.jpg,https://www.amazon.in/dp/8122432384
9789385998839,Molecular Biology of the Cell,Bruce Alberts,2017,Garland Science,https://covers.openlibrary.org/b/isbn/9789385998839-S.jpg,https://covers.openlibrary.org/b/isbn/9789385998839-M.jpg,https://covers.openlibrary.org/b/isbn/9789385998839-L.jpg,https://www.amazon.in/dp/9385998836
9780198717348,Principles of Gene Manipulation and Genomics,"S.B. Primrose, R.M. Twyman",2014,Wiley,https://covers.openlibrary.org/b/isbn/9780198717348-S.jpg,https://covers.openlibrary.org/b/isbn/9780198717348-M.jpg,https://covers.openlibrary.org/b/isbn/9780198717348-L.jpg,https://www.amazon.in/dp/0198717347
9788126547558,Bioprocess Engineering: Basic Concepts,"Michael L. Shuler, Fikret Kargi",2013,Pearson,https://covers.openlibrary.org/b/isbn/9788126547558-S.jpg,https://covers.openlibrary.org/b/isbn/9788126547558-M.jpg,https://covers.openlibrary.org/b/isbn/9788126547558-L.jpg,https://www.amazon.in/dp/8126547556
9781107159754,Plant Biotechnology and Genetics,C. Neal Stewart Jr.,2016,Wiley,https://covers.openlibrary.org/b/isbn/9781107159754-S.jpg,https://covers.openlibrary.org/b/isbn/9781107159754-M.jpg,https://covers.openlibrary.org/b/isbn/9781107159754-L.jpg,https://www.amazon.in/dp/1107159752
9789389347688,Animal Cell Culture: A Practical Approach,John R.W. Masters,2019,Oxford University Press,https://covers.openlibrary.org/b/isbn/9789389347688-S.jpg,https://covers.openlibrary.org/b/isbn/9789389347688-M.jpg,https://covers.openlibrary.org/b/isbn/9789389347688-L.jpg,https://www.amazon.in/dp/9389347683
978000000101,Mechanical Engineering Handbook Vol. 1,Author M1,2016,TechPress,https://example.com/mech_1_S.jpg,https://example.com/mech_1_M.jpg,https://example.com/mech_1_L.jpg,https://example.com/mech_1
978000000102,Mechanical Engineering Handbook Vol. 2,Author M2,2017,TechPress,https://example.com/mech_2_S.jpg,https://example.com/mech_2_M.jpg,https://example.com/mech_2_L.jpg,https://example.com/mech_2
978000000103,Mechanical Engineering Handbook Vol. 3,Author M3,2018,TechPress,https://example.com/mech_3_S.jpg,https://example.com/mech_3_M.jpg,https://example.com/mech_3_L.jpg,https://example.com/mech_3
978000000104,Mechanical Engineering Handbook Vol. 4,Author M4,2019,TechPress,https://example.com/mech_4_S.jpg,https://example.com/mech_4_M.jpg,https://example.com/mech_4_L.jpg,https://example.com/mech_4
978000000105,Mechanical Engineering Handbook Vol. 5,Author M5,2015,TechPress,https://example.com/mech_5_S.jpg,https://example.com/mech_5_M.jpg,https://example.com/mech_5_L.jpg,https://example.com/mech_5
978000000106,Mechanical Engineering Handbook Vol. 6,Author M6,2016,TechPress,https://example.com/mech_6_S.jpg,https://example.com/mech_6_M.jpg,https://example.com/mech_6_L.jpg,https://example.com/mech_6
978000000107,Mechanical Engineering Handbook Vol. 7,Author M7,2017,TechPress,https://example.com/mech_7_S.jpg,https://example.com/mech_7_M.jpg,https://example.com/mech_7_L.jpg,https://example.com/mech_7
978000000108,Mechanical Engineering Handbook Vol. 8,Author M8,2018,TechPress,https://example.com/mech_8_S.jpg,https://example.com/mech_8_M.jpg,https://example.com/mech_8_L.jpg,https://example.com/mech_8
978000000109,Mechanical Engineering Handbook Vol. 9,Author M9,2019,TechPress,https://example.com/mech_9_S.jpg,https://example.com/mech_9_M.jpg,https://example.com/mech_9_L.jpg,https://example.com/mech_9
978000000110,Mechanical Engineering Handbook Vol. 10,Author M10,2015,TechPress,https://example.com/mech_10_S.jpg,https://example.com/mech_10_M.jpg,https://example.com/mech_10_L.jpg,https://example.com/mech_10
978000000111,Mechanical Engineering Handbook Vol. 11,Author M11,2016,TechPress,https://example.com/mech_11_S.jpg,https://example.com/mech_11_M.jpg,https://example.com/mech_11_L.jpg,https://example.com/mech_11
978000000112,Mechanical Engineering Handbook Vol. 12,Author M12,2017,TechPress,https://example.com/mech_12_S.jpg,https://example.com/mech_12_M.jpg,https://example.com/mech_12_L.jpg,https://example.com/mech_12
978000000113,Mechanical Engineering Handbook Vol. 13,Author M13,2018,TechPress,https://example.com/mech_13_S.jpg,https://example.com/mech_13_M.jpg,https://example.com/mech_13_L.jpg,https://example.com/mech_13
978000000114,Mechanical Engineering Handbook Vol. 14,Author M14,2019,TechPress,https://example.com/mech_14_S.jpg,https://example.com/mech_14_M.jpg,https://example.com/mech_14_L.jpg,https://example.com/mech_14
978000000115,Mechanical Engineering Handbook Vol. 15,Author M15,2015,TechPress,https://example.com/mech_15_S.jpg,https://example.com/mech_15_M.jpg,https://example.com/mech_15_L.jpg,https://example.com/mech_15
978000000116,Mechanical Engineering Handbook Vol. 16,Author M16,2016,TechPress,https://example.com/mech_16_S.jpg,https://example.com/mech_16_M.jpg,https://example.com/mech_16_L.jpg,https://example.com/mech_16
978000000117,Mechanical Engineering Handbook Vol. 17,Author M17,2017,TechPress,https://example.com/mech_17_S.jpg,https://example.com/mech_17_M.jpg,https://example.com/mech_17_L.jpg,https://example.com/mech_17
978000000118,Mechanical Engineering Handbook Vol. 18,Author M18,2018,TechPress,https://example.com/mech_18_S.jpg,https://example.com/mech_18_M.jpg,https://example.com/mech_18_L.jpg,https://example.com/mech_18
978000000119,Mechanical Engineering Handbook Vol. 19,Author M19,2019,TechPress,https://example.com/mech_19_S.jpg,https://example.com/mech_19_M.jpg,https://example.com/mech_19_L.jpg,https://example.com/mech_19
978000000120,Mechanical Engineering Handbook Vol. 20,Author M20,2015,TechPress,https://example.com/mech_20_S.jpg,https://example.com/mech_20_M.jpg,https://example.com/mech_20_L.jpg,https://example.com/mech_20
978000000201,Information Technology Guide Vol. 1,Author IT1,2017,InfoTech Publications,https://example.com/it_1_S.jpg,https://example.com/it_1_M.jpg,https://example.com/it_1_L.jpg,https://example.com/it_1
978000000202,Information Technology Guide Vol. 2,Author IT2,2018,InfoTech Publications,https://example.com/it_2_S.jpg,https://example.com/it_2_M.jpg,https://example.com/it_2_L.jpg,https://example.com/it_2
978000000203,Information Technology Guide Vol. 3,Author IT3,2019,InfoTech Publications,https://example.com/it_3_S.jpg,https://example.com/it_3_M.jpg,https://example.com/it_3_L.jpg,https://example.com/it_3
978000000204,Information Technology Guide Vol. 4,Author IT4,2020,InfoTech Publications,https://example.com/it_4_S.jpg,https://example.com/it_4_M.jpg,https://example.com/it_4_L.jpg,https://example.com/it_4
978000000205,Information Technology Guide Vol. 5,Author IT5,2016,InfoTech Publications,https://example.com/it_5_S.jpg,https://example.com/it_5_M.jpg,https://example.com/it_5_L.jpg,https://example.com/it_5
978000000206,Information Technology Guide Vol. 6,Author IT6,2017,InfoTech Publications,https://example.com/it_6_S.jpg,https://example.com/it_6_M.jpg,https://example.com/it_6_L.jpg,https://example.com/it_6
978000000207,Information Technology Guide Vol. 7,Author IT7,2018,InfoTech Publications,https://example.com/it_7_S.jpg,https://example.com/it_7_M.jpg,https://example.com/it_7_L.jpg,https://example.com/it_7
978000000208,Information Technology Guide Vol. 8,Author IT8,2019,InfoTech Publications,https://example.com/it_8_S.jpg,https://example.com/it_8_M.jpg,https://example.com/it_8_L.jpg,https://example.com/it_8
978000000209,Information Technology Guide Vol. 9,Author IT9,2020,InfoTech Publications,https://example.com/it_9_S.jpg,https://example.com/it_9_M.jpg,https://example.com/it_9_L.jpg,https://example.com/it_9
978000000210,Information Technology Guide Vol. 10,Author IT10,2016,InfoTech Publications,https://example.com/it_10_S.jpg,https://example.com/it_10_M.jpg,https://example.com/it_10_L.jpg,https://example.com/it_10
978000000211,Information Technology Guide Vol. 11,Author IT11,2017,InfoTech Publications,https://example.com/it_11_S.jpg,https://example.com/it_11_M.jpg,https://example.com/it_11_L.jpg,https://example.com/it_11
978000000212,Information Technology Guide Vol. 12,Author IT12,2018,InfoTech Publications,https://example.com/it_12_S.jpg,https://example.com/it_12_M.jpg,https://example.com/it_12_L.jpg,https://example.com/it_12
978000000213,Information Technology Guide Vol. 13,Author IT13,2019,InfoTech Publications,https://example.com/it_13_S.jpg,https://example.com/it_13_M.jpg,https://example.com/it_13_L.jpg,https://example.com/it_13
978000000214,Information Technology Guide Vol. 14,Author IT14,2020,InfoTech Publications,https://example.com/it_14_S.jpg,https://example.com/it_14_M.jpg,https://example.com/it_14_L.jpg,https://example.com/it_14
978000000215,Information Technology Guide Vol. 15,Author IT15,2016,InfoTech Publications,https://example.com/it_15_S.jpg,https://example.com/it_15_M.jpg,https://example.com/it_15_L.jpg,https://example.com/it_15
978000000216,Information Technology Guide Vol. 16,Author IT16,2017,InfoTech Publications,https://example.com/it_16_S.jpg,https://example.com/it_16_M.jpg,https://example.com/it_16_L.jpg,https://example.com/it_16
978000000217,Information Technology Guide Vol. 17,Author IT17,2018,InfoTech Publications,https://example.com/it_17_S.jpg,https://example.com/it_17_M.jpg,https://example.com/it_17_L.jpg,https://example.com/it_17
978000000218,Information Technology Guide Vol. 18,Author IT18,2019,InfoTech Publications,https://example.com/it_18_S.jpg,https://example.com/it_18_M.jpg,https://example.com/it_18_L.jpg,https://example.com/it_18
978000000219,Information Technology Guide Vol. 19,Author IT19,2020,InfoTech Publications,https://example.com/it_19_S.jpg,https://example.com/it_19_M.jpg,https://example.com/it_19_L.jpg,https://example.com/it_19
978000000220,Information Technology Guide Vol. 20,Author IT20,2016,InfoTech Publications,https://example.com/it_20_S.jpg,https://example.com/it_20_M.jpg,https://example.com/it_20_L.jpg,https://example.com/it_20
9788121926440,Production Technology: Manufacturing Processes,P.C. Sharma,2014,S. Chand,https://covers.openlibrary.org/b/isbn/9788121926440-S.jpg,https://covers.openlibrary.org/b/isbn/9788121926440-M.jpg,https://covers.openlibrary.org/b/isbn/9788121926440-L.jpg,https://www.amazon.in/dp/8121926442
9789380358967,Manufacturing Engineering and Technology,"Serope Kalpakjian, Steven Schmid",2014,Pearson,https://covers.openlibrary.org/b/isbn/9789380358967-S.jpg,https://covers.openlibrary.org/b/isbn/9789380358967-M.jpg,https://covers.openlibrary.org/b/isbn/9789380358967-L.jpg,https://www.amazon.in/dp/9380358964
9788122432384,Industrial Engineering and Production Management,Martand Telsang,2011,S. Chand,https://covers.openlibrary.org/b/isbn/9788122432384-S.jpg,https://covers.openlibrary.org/b/isbn/9788122432384-M.jpg,https://covers.openlibrary.org/b/isbn/9788122432384-L.jpg,https://www.amazon.in/dp/8122432384
9788121917639,Foundry Technology,P.L. Jain,2013,Tata McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9788121917639-S.jpg,https://covers.openlibrary.org/b/isbn/9788121917639-M.jpg,https://covers.openlibrary.org/b/isbn/9788121917639-L.jpg,https://www.amazon.in/dp/8121917638
9780070265127,"Automation, Production Systems, and Computer-Integrated Manufacturing",Mikell P. Groover,2015,Pearson,https://covers.openlibrary.org/b/isbn/9780070265127-S.jpg,https://covers.openlibrary.org/b/isbn/9780070265127-M.jpg,https://covers.openlibrary.org/b/isbn/9780070265127-L.jpg,https://www.amazon.in/dp/007026512X
9788120333423,Tool Engineering and Design,G.R. Nagpal,2008,New Age International,https://covers.openlibrary.org/b/isbn/9788120333423-S.jpg,https://covers.openlibrary.org/b/isbn/9788120333423-M.jpg,https://covers.openlibrary.org/b/isbn/9788120333423-L.jpg,https://www.amazon.in/dp/8120333423
9788120333424,"Materials Management: Procedures, Text and Cases",A.K. Datta,2011,Prentice Hall,https://covers.openlibrary.org/b/isbn/9788120333424-S.jpg,https://covers.openlibrary.org/b/isbn/9788120333424-M.jpg,https://covers.openlibrary.org/b/isbn/9788120333424-L.jpg,https://www.amazon.in/dp/8120333424
9788126521740,Engineering Metrology and Measurements,R.K. Jain,2012,S. Chand,https://covers.openlibrary.org/b/isbn/9788126521740-S.jpg,https://covers.openlibrary.org/b/isbn/9788126521740-M.jpg,https://covers.openlibrary.org/b/isbn/9788126521740-L.jpg,https://www.amazon.in/dp/8126521740
9788121923792,Electronic Instrumentation,H.S. Kalsi,2017,McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9788121923792-S.jpg,https://covers.openlibrary.org/b/isbn/9788121923792-M.jpg,https://covers.openlibrary.org/b/isbn/9788121923792-L.jpg,https://www.amazon.in/dp/8121923796
9789387472154,Measurement Systems: Application and Design,Ernest O. Doebelin,2018,McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9789387472154-S.jpg,https://covers.openlibrary.org/b/isbn/9789387472154-M.jpg,https://covers.openlibrary.org/b/isbn/9789387472154-L.jpg,https://www.amazon.in/dp/9387472153
9781259005275,Process Control: Principles and Applications,Surekha Bhanot,2013,Oxford University Press,https://covers.openlibrary.org/b/isbn/9781259005275-S.jpg,https://covers.openlibrary.org/b/isbn/9781259005275-M.jpg,https://covers.openlibrary.org/b/isbn/9781259005275-L.jpg,https://www.amazon.in/dp/125900527X
9788120330096,Industrial Instrumentation,"K.K. Krishnaswamy, S. Vijayachitra",2011,New Age International,https://covers.openlibrary.org/b/isbn/9788120330096-S.jpg,https://covers.openlibrary.org/b/isbn/9788120330096-M.jpg,https://covers.openlibrary.org/b/isbn/9788120330096-L.jpg,https://www.amazon.in/dp/8120330092
9781259009280,Fundamentals of Aerodynamics,John D. Anderson,2017,McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9781259009280-S.jpg,https://covers.openlibrary.org/b/isbn/9781259009280-M.jpg,https://covers.openlibrary.org/b/isbn/9781259009280-L.jpg,https://www.amazon.in/dp/1259009283
